,Date,Max_Temperature,Min_Temperature,HDI,Household_Connections,Water_Consumption,Humidity,Population,Rainfall,Windspeed
2011-11-20,2011-11-20,25.01250623875472,14.19646079780886,0.6724538172321693,530077.6530366791,203339.03158110517,57.16446663239816,3065293.423875083,169.62079173441705,0.6415033762330967
2011-12-04,2011-12-04,25.377134486724245,14.19646079780886,0.6750473886184849,530077.6530366791,203339.03158110517,62.64662231408735,3065293.423875083,206.85748171396708,0.6400058756801776
2011-12-18,2011-12-18,25.377134486724245,14.51216051810004,0.6812995502377636,530077.6530366791,203933.7501356041,63.52861984900028,3068362.227955384,157.9772220464434,0.6400058756801776
2012-01-01,2012-01-01,25.377134486724245,14.51216051810004,0.6812995502377636,530077.6530366791,203933.7501356041,63.52861984900028,3068362.227955384,125.58063601144872,0.6394280998762955
2012-01-15,2012-01-15,25.459177792766088,15.21616324363844,0.6820763153368823,530077.6530366791,204046.70946369832,63.52861984900028,3068362.227955384,120.38959104030036,0.6394280998762955
2012-01-29,2012-01-29,25.459177792766088,15.21616324363844,0.6820763153368823,530077.6530366791,204046.70946369832,60.9711548778773,3081788.245806699,86.48691974748766,0.6378087554463672
2012-02-12,2012-02-12,25.459177792766088,13.457631492894816,0.6820763153368823,530077.6530366791,204046.70946369832,60.9711548778773,3081788.245806699,73.38551609186993,0.6388985613844257
2012-02-26,2012-02-26,24.62843401125825,12.594495111881574,0.6815304758305671,530077.6530366791,203839.623163904,56.85789871598792,3084857.049887,48.37563989509684,0.6388985613844257
2012-03-11,2012-03-11,22.71788708244211,10.31441160571162,0.6815304758305671,530077.6530366791,203839.623163904,56.85789871598792,3084857.049887,37.68801154094743,0.6388985613844257
2012-03-25,2012-03-25,21.6771045459251,11.360989625815655,0.6815304758305671,530077.6530366791,203839.623163904,52.55559537490598,3084857.049887,21.282495357263144,0.6385968101992813
2012-04-08,2012-04-08,20.950665339923574,10.553937709281822,0.6811415834241081,530077.6530366791,204110.30782808296,47.05073095866783,3095981.4646780896,22.86492680814547,0.6385968101992813
2012-04-22,2012-04-22,20.950665339923574,8.547097382072014,0.6811415834241081,530077.6530366791,204110.30782808296,41.619669929713695,3095981.4646780896,3.8481688929670663,0.6378889365783345
2012-05-06,2012-05-06,20.98691793938285,7.516487768872661,0.6811415834241081,530077.6530366791,204110.30782808296,41.619669929713695,3105955.077939067,0.7108864957929768,0.6378889365783345
2012-05-20,2012-05-20,17.75755182552043,4.6901129450954215,0.681522468538036,530077.6530366791,205071.8575992023,44.95384648465915,3105955.077939067,2.1631452230354284,0.6393506139084278
2012-06-03,2012-06-03,16.96266361012096,4.6901129450954215,0.681522468538036,530077.6530366791,205071.8575992023,44.95384648465915,3105955.077939067,2.1631452230354284,0.6393506139084278
2012-06-17,2012-06-17,17.670668245989276,4.959600560581372,0.680359297908682,520583.5404132493,205378.515606551,48.9084450974141,3115161.490179969,7.704842784877769,0.6393506139084278
2012-07-01,2012-07-01,18.505572964356357,5.922560233718336,0.680359297908682,520583.5404132493,205378.515606551,48.9084450974141,3115161.490179969,13.383362230019316,0.6403778389528068
2012-07-15,2012-07-15,19.17471954498415,6.887677799680255,0.6811415834241081,538516.8642575061,205378.515606551,48.9084450974141,3115161.490179969,19.0358334208253,0.6403778389528068
2012-07-29,2012-07-29,19.17471954498415,7.770525701690694,0.6811415834241081,538516.8642575061,205318.3634589557,51.28323399917113,3125518.7039509835,29.678173332777675,0.6403778389528068
2012-08-12,2012-08-12,21.007202131937447,8.634896646387446,0.681012950592075,538516.8642575061,205318.3634589557,51.28323399917113,3125518.7039509835,35.99324699324322,0.6412525422106321
2012-08-26,2012-08-26,22.102644436233284,9.451119607427348,0.681012950592075,546188.874458258,205318.3634589557,53.66106750208422,3133574.314661773,40.9163670626549,0.6412525422106321
2012-09-09,2012-09-09,22.102644436233284,10.299441224238482,0.681012950592075,546188.874458258,205243.17327446156,53.66106750208422,3133574.314661773,45.7464576522969,0.6412525422106321
2012-09-23,2012-09-23,23.141196293857828,10.299441224238482,0.680926337818506,530881.3874386628,205243.17327446156,55.40866856568493,3133574.314661773,53.32552474244534,0.6420543535303054
2012-10-07,2012-10-07,24.1474009691657,11.143177318796582,0.680926337818506,530881.3874386628,205243.17327446156,55.40866856568493,3145465.9304729383,62.64061117847146,0.6420543535303054
2012-10-21,2012-10-21,24.1474009691657,11.965055757281892,0.680926337818506,530881.3874386628,205127.49606754744,55.40866856568493,3145465.9304729383,69.53141638038767,0.6420543535303054
2012-11-04,2012-11-04,24.85814684031496,12.918656261922916,0.6804855559807391,530077.6530366791,205127.49606754744,58.23813059259084,3145465.9304729383,83.18349034765981,0.6420022407419432
2012-11-18,2012-11-18,24.85814684031496,13.713362541621663,0.6823363251680319,530077.6530366791,205103.3195313024,58.23813059259084,3149301.9355733143,114.437564924636,0.6420022407419432
2012-12-02,2012-12-02,25.154240562939385,14.51844923433277,0.6861569299032906,530077.6530366791,205103.3195313024,63.51031642322653,3149301.9355733143,139.43117140961022,0.640514717479201
2012-12-16,2012-12-16,25.154240562939385,14.51844923433277,0.6921758302633698,530077.6530366791,202633.5964745177,62.3671045079486,3165029.5564848552,101.53065490139004,0.640514717479201
2012-12-30,2012-12-30,26.951765286128374,15.044512678016876,0.6970960628353458,530077.6530366791,201403.4611862935,57.03372443275262,3165029.5564848552,88.61202316369318,0.6403195254022851
2013-01-13,2013-01-13,26.951765286128374,15.044512678016876,0.6970960628353458,530077.6530366791,200916.39588007028,53.89550179110384,3165029.5564848552,72.54696267345366,0.6403195254022851
2013-01-27,2013-01-27,26.951765286128374,14.2572054808314,0.6970960628353458,530077.6530366791,203350.75505208765,53.89550179110384,3167331.1595450807,34.374534045250726,0.6392300053149644
2013-02-10,2013-02-10,27.006791553164778,14.2572054808314,0.6973995823483558,530077.6530366791,204915.15609460577,53.89550179110384,3167331.1595450807,61.85916354840612,0.6392300053149644
2013-02-24,2013-02-24,24.8937828989671,13.316538500493792,0.6973995823483558,530077.6530366791,204915.15609460577,54.72667790671878,3167331.1595450807,46.13785804536423,0.6392300053149644
2013-03-10,2013-03-10,23.196639426553592,13.305251061101714,0.6973995823483558,530077.6530366791,205957.9812950526,54.72667790671878,3167331.1595450807,70.05654918779155,0.638878960190973
2013-03-24,2013-03-24,21.41350252383645,10.29150474341592,0.6966975170555961,530077.6530366791,205957.9812950526,51.07518625350437,3167331.1595450807,112.9444515669094,0.638878960190973
2013-04-07,2013-04-07,20.470893835174856,9.432449981111423,0.6966975170555961,530077.6530366791,205957.9812950526,45.55132831847999,3178455.5743361707,75.407511834664,0.638878960190973
2013-04-21,2013-04-21,19.61754997970564,8.601815378704849,0.6966975170555961,530077.6530366791,206751.98964331084,45.55132831847999,3178455.5743361707,32.69163075621714,0.6383399273710246
2013-05-05,2013-05-05,18.734237674040937,6.719030175822091,0.6963802862589672,530077.6530366791,206751.98964331084,40.79013321472127,3178455.5743361707,11.36090133982634,0.6383399273710246
2013-05-19,2013-05-19,18.734237674040937,5.70958820018857,0.6963802862589672,530077.6530366791,207127.9405657816,40.79013321472127,3188429.187597148,5.423015705086868,0.6383399273710246
2013-06-02,2013-06-02,17.91522943281771,5.221392194663629,0.6963802862589672,530077.6530366791,207127.9405657816,39.61796176962324,3188429.187597148,0.7107624564865205,0.6390400574996622
2013-06-16,2013-06-16,17.91522943281771,5.221392194663629,0.6963820013633943,530077.6530366791,207127.9405657816,39.61796176962324,3191497.9916774486,0.7107624564865205,0.6390400574996622
2013-06-30,2013-06-30,17.98859778886624,5.622308211411031,0.6963820013633943,530077.6530366791,206661.0095200729,40.40061162681175,3191497.9916774486,1.4612732242599122,0.638555540499004
2013-07-14,2013-07-14,17.98859778886624,5.622308211411031,0.6963820013633943,538072.6952458839,206661.0095200729,40.40061162681175,3191497.9916774486,1.4612732242599122,0.638555540499004
2013-07-28,2013-07-28,19.047735851823223,6.858489459890052,0.6963802862589672,538072.6952458839,206661.0095200729,37.561026301061816,3206074.811058877,3.151134322406108,0.6408709314756005
2013-08-11,2013-08-11,21.043167012353397,8.077755692643915,0.6963802862589672,538072.6952458839,206851.2406868431,37.561026301061816,3206074.811058877,3.151134322406108,0.6419600227868144
2013-08-25,2013-08-25,23.28690971947639,9.15993894435974,0.6963802862589672,568054.1035304004,206851.2406868431,34.96759697878247,3206074.811058877,1.0469089767210562,0.6419600227868144
2013-09-08,2013-09-08,24.441191852592727,9.013202232262682,0.6963262604695133,568054.1035304004,208165.30128659212,34.96759697878247,3206842.012078952,12.957147668454525,0.6419600227868144
2013-09-22,2013-09-22,24.441191852592727,10.933007548865897,0.6963262604695133,568054.1035304004,208165.30128659212,40.79914991814511,3206842.012078952,59.46011932410551,0.6424368218175506
2013-10-06,2013-10-06,24.72503568005548,11.818319045184827,0.6963262604695133,572273.7091408139,209697.3562592457,47.22655667543253,3220651.630440305,94.6721495348499,0.6424368218175506
2013-10-20,2013-10-20,24.72503568005548,12.835235030165816,0.6965517967016781,572273.7091408139,210339.11840801148,47.22655667543253,3220651.630440305,111.54555748703586,0.6424368218175506
2013-11-03,2013-11-03,24.72503568005548,12.835235030165816,0.6965517967016781,572273.7091408139,210339.11840801148,52.82945644344696,3220651.630440305,134.1207422543057,0.6422973266574791
2013-11-17,2013-11-17,23.96462507558107,13.652671805919756,0.6975676005248258,572273.7091408139,209827.5466712865,60.44139427671615,3230241.643191245,104.786686693329,0.6422973266574791
2013-12-01,2013-12-01,23.96462507558107,14.486023041257749,0.699607390641553,572273.7091408139,209827.5466712865,60.44139427671615,3230241.643191245,118.16246529461412,0.6404893207405689
2013-12-15,2013-12-15,25.01728629831546,14.486023041257749,0.7049329403354816,572273.7091408139,208756.703181324,56.32651432754346,3236762.851861884,96.8101902507087,0.6404893207405689
2013-12-29,2013-12-29,26.07868184915087,15.263269063146868,0.7070324040624087,572273.7091408139,208870.9206520556,58.174637972648014,3236762.851861884,68.91661245743376,0.6397775524033188
2014-01-12,2014-01-12,26.07868184915087,15.263269063146868,0.7070324040624087,572273.7091408139,208870.9206520556,56.55133079957767,3236762.851861884,41.85410421873331,0.6397775524033188
2014-01-26,2014-01-26,25.36415558163379,14.984257670673852,0.7069324662467523,572273.7091408139,208870.9206520556,62.07406164667407,3245969.264102786,71.20527720398763,0.6397775524033188
2014-02-09,2014-02-09,25.37434563108497,14.292055449954448,0.7069324662467523,572273.7091408139,209963.8636909527,62.07406164667407,3245969.264102786,105.6495351181928,0.6393573518186773
2014-02-23,2014-02-23,22.298518396742736,13.55516202389202,0.7069453295299556,572273.7091408139,209963.8636909527,66.34714067433927,3245969.264102786,119.35314470989792,0.6393573518186773
2014-03-09,2014-03-09,21.52556395337248,12.38814661049508,0.7069453295299556,572273.7091408139,211435.600978625,66.23527027677204,3250572.470223237,102.371641398508,0.6393573518186773
2014-03-23,2014-03-23,21.52556395337248,13.6354086633201,0.7069453295299556,572273.7091408139,211435.600978625,59.023531975546405,3250572.470223237,39.95518647767452,0.6383621624748476
2014-04-06,2014-04-06,20.829104044117685,10.480569353233289,0.7069479021865962,572273.7091408139,212677.64453864552,51.93477864657624,3261313.284504289,10.887465860052998,0.6383621624748476
2014-04-20,2014-04-20,20.829104044117685,9.600149080650926,0.7069479021865962,572273.7091408139,212677.64453864552,46.49590314132144,3261313.284504289,4.93628546693202,0.6388042306409347
2014-05-04,2014-05-04,20.05227386615837,8.772134776674651,0.7069479021865962,572273.7091408139,212068.08311878168,41.40198094705264,3261313.284504289,4.93628546693202,0.6388042306409347
2014-05-18,2014-05-18,18.98314661530188,6.7518846869097615,0.7069453295299556,567080.3483895352,212068.08311878168,41.40198094705264,3268601.6941950032,1.0986047430176882,0.6388042306409347
2014-06-01,2014-06-01,18.074194204256194,4.938812859700953,0.7069453295299556,567080.3483895352,211820.57925959607,38.15725581496267,3268601.6941950032,0.3166106460781748,0.6389971798889844
2014-06-15,2014-06-15,17.381780344048188,4.938812859700953,0.7069453295299556,574149.0894121085,213048.22771738988,38.15725581496267,3268601.6941950032,0.3166106460781748,0.6389971798889844
2014-06-29,2014-06-29,17.381780344048188,4.754169163645486,0.706972281170953,574149.0894121085,213048.22771738988,37.25066727071203,3270519.6967451912,0.3166106460781748,0.6389971798889844
2014-07-13,2014-07-13,17.328282584429466,5.376228010999817,0.706972281170953,574149.0894121085,213048.22771738988,37.25066727071203,3270519.6967451912,0.8143133880075197,0.6401162855276727
2014-07-27,2014-07-27,19.35347153972057,6.389318130421813,0.706972281170953,572273.7091408139,213546.8687774439,35.055509837164806,3276657.3049057927,0.8143133880075197,0.6401162855276727
2014-08-10,2014-08-10,20.2752448857121,7.749432299326742,0.7069453295299556,572273.7091408139,213546.8687774439,35.055509837164806,3276657.3049057927,3.129822114313413,0.6401162855276727
2014-08-24,2014-08-24,23.558478818883845,6.738783194758234,0.7069453295299556,572273.7091408139,213145.41103084857,33.04875232315703,3276657.3049057927,3.129822114313413,0.6418957063707978
2014-09-07,2014-09-07,24.596305384753336,9.123254766335478,0.7069453295299556,572273.7091408139,213145.41103084857,33.04875232315703,3287014.518676807,4.920047594099458,0.6418957063707978
2014-09-21,2014-09-21,24.596305384753336,10.688446362037457,0.7069427568733149,572273.7091408139,210655.01572272985,38.87678874818434,3287014.518676807,4.920047594099458,0.6418957063707978
2014-10-05,2014-10-05,24.629939003177192,10.46484756265146,0.7069427568733149,572273.7091408139,210655.01572272985,44.83493620361756,3290466.9232671456,-0.0314887527691212,0.6425603093363024
2014-10-19,2014-10-19,23.855620660880398,11.4989920098117,0.7069427568733149,572273.7091408139,209666.5044137032,50.88652246853144,3290466.9232671456,78.82439159712473,0.6425603093363024
2014-11-02,2014-11-02,23.40186559731871,12.710152173152522,0.7070174648043899,572273.7091408139,209666.5044137032,57.644928114839445,3290466.9232671456,116.0753912021084,0.6425603093363024
2014-11-16,2014-11-16,23.821382094724413,13.706156720938328,0.7070174648043899,572273.7091408139,209156.0704755372,57.644928114839445,3305427.343158612,146.748796411942,0.6429513531456831
2014-11-30,2014-11-30,24.922213136935905,13.706156720938328,0.7053139625542882,572273.7091408139,208516.45263944028,61.31215020736036,3305427.343158612,171.9750577691218,0.6403997065342524
2014-12-14,2014-12-14,25.885303824994384,14.479144757878206,0.7053139625542882,572273.7091408139,208516.45263944028,61.31215020736036,3305427.343158612,149.19375068450893,0.6403997065342524
2014-12-28,2014-12-28,25.885303824994384,14.479144757878206,0.7034618216433266,572273.7091408139,208939.18856559627,58.04960635183758,3310797.750299138,158.7140155262193,0.6392973231637284
2015-01-11,2015-01-11,26.546201317971224,14.566779183158395,0.7012248437282533,572273.7091408139,208939.18856559627,58.04960635183758,3310797.750299138,105.38579654304576,0.6392973231637284
2015-01-25,2015-01-25,26.546201317971224,14.566779183158395,0.7012248437282533,572273.7091408139,210313.3506171162,54.37289525238012,3310414.1497891005,35.58298698745892,0.6392973231637284
2015-02-08,2015-02-08,26.69497603995852,13.93092009740446,0.7013991105887935,572273.7091408139,210313.3506171162,55.046361028109146,3310414.1497891005,26.32283257118459,0.6394002294293549
2015-02-22,2015-02-22,25.440467729746,13.93092009740446,0.7013991105887935,572273.7091408139,211732.2652205556,55.046361028109146,3310414.1497891005,35.719740322720384,0.6394002294293549
2015-03-08,2015-03-08,24.35385849695541,13.03929077042579,0.7013991105887935,572273.7091408139,213026.07346660143,55.046361028109146,3321154.9640701525,57.79044544500317,0.6394002294293549
2015-03-22,2015-03-22,23.563481206796247,12.010515366127647,0.7014741464074794,572273.7091408139,214429.299095708,53.746316334455,3321154.9640701525,40.51001429502094,0.6390829351103399
2015-04-05,2015-04-05,22.703737470918465,11.167786288221194,0.7014741464074794,589152.1315824674,214429.299095708,48.36964090318924,3321154.9640701525,28.40148326715845,0.6390829351103399
2015-04-19,2015-04-19,22.057752693920413,10.343615088609363,0.7014741464074794,589152.1315824674,214933.63651226816,41.58617931699664,3329210.574780942,11.743950222778096,0.6390829351103399
2015-05-03,2015-05-03,22.057752693920413,9.282219537773962,0.7014741464074794,589152.1315824674,214933.63651226816,35.21591224544139,3329210.574780942,0.5806452241153011,0.6384877938741332
2015-05-17,2015-05-17,18.975291013543146,6.829082709894891,0.7014741464074794,614469.7652449482,215491.59542101444,36.462115571282425,3330489.2431477336,13.95642382540052,0.6384877938741332
2015-05-31,2015-05-31,17.170037110599303,4.926584800359535,0.7014741464074794,614469.7652449482,215491.59542101444,41.31628437921776,3330489.2431477336,2.474471715463096,0.6395460133056592
2015-06-14,2015-06-14,16.874097523176662,5.832966183543682,0.7014741464074794,614469.7652449482,224221.6709201896,41.31628437921776,3330489.2431477336,2.474471715463096,0.6395460133056592
2015-06-28,2015-06-28,17.028695130564635,5.832966183543682,0.7014741464074794,614469.7652449482,235698.6647071492,40.77209980787359,3348006.9997727834,4.677761438940536,0.6395460133056592
2015-07-12,2015-07-12,19.10257399486976,6.8188214013566295,0.7014741464074794,614469.7652449482,243805.71256202896,35.32901650768767,3348006.9997727834,4.677761438940536,0.6402256234349009
2015-07-26,2015-07-26,21.427302762236057,6.090696049662888,0.7014741464074794,614469.7652449482,245072.89923922607,30.645214774983543,3348774.200792859,2.052371594071815,0.6402256234349009
2015-08-09,2015-08-09,22.566259146608484,8.91293214566302,0.7014741464074794,614469.7652449482,245614.2871330616,30.366824056772742,3348774.200792859,7.861132310890866,0.6402256234349009
2015-08-23,2015-08-23,23.425192972062348,9.930306682869311,0.7016113547616482,614469.7652449482,245614.2871330616,30.366824056772742,3348774.200792859,14.718335264714256,0.641835677715849
2015-09-06,2015-09-06,24.784640573822724,10.758320986845582,0.7016113547616482,614469.7652449482,244162.2811258301,35.63601379092765,3349541.401812934,29.087383785702716,0.641835677715849
2015-09-20,2015-09-20,26.19961832651843,11.736462977358135,0.7016113547616482,614469.7652449482,244162.2811258301,34.02760564684812,3349541.401812934,24.790413768626536,0.641835677715849
2015-10-04,2015-10-04,26.958435136678247,12.91089614734086,0.7016113547616482,614469.7652449482,244525.282627638,34.02760564684812,3349541.401812934,29.725229600353828,0.643280653195688
2015-10-18,2015-10-18,27.061817820201178,12.479857055555744,0.7010548986586307,614469.7652449482,244525.282627638,34.02760564684812,3364885.4222144373,45.70552468119823,0.643280653195688
2015-11-01,2015-11-01,27.061817820201178,12.479857055555744,0.7010548986586307,614469.7652449482,246154.0052259953,33.76221400940668,3364885.4222144373,64.7192618744453,0.643280653195688
2015-11-15,2015-11-15,28.88649836348605,14.536463786041114,0.7010548986586307,614469.7652449482,246154.0052259953,33.76221400940668,3369872.2288449258,48.4182643112822,0.643122720663025
2015-11-29,2015-11-29,28.88649836348605,15.618285022842226,0.7012274352321954,614469.7652449482,246476.0382570641,39.72075218865493,3369872.2288449258,60.561960482497625,0.643122720663025
2015-12-13,2015-12-13,28.89602672141444,15.618285022842226,0.7012274352321954,614469.7652449482,245025.26786817724,45.42085447310296,3369872.2288449258,73.06735527105761,0.6412766196381665
2015-12-27,2015-12-27,28.89602672141444,15.62635905245522,0.7012274352321954,614469.7652449482,245025.26786817724,45.42085447310296,3369872.2288449258,107.92364075116272,0.6412766196381665
2016-01-10,2016-01-10,27.02513364217691,15.62635905245522,0.7014698586464116,614469.7652449482,244150.33424096048,51.70369341882835,3369872.2288449258,126.24997466116616,0.6404331714884909
2016-01-24,2016-01-24,26.73448207783081,15.62635905245522,0.7014698586464116,608281.0103496751,244150.33424096048,53.57581866971347,3369872.2288449258,93.83457975680712,0.6404331714884909
2016-02-07,2016-02-07,26.73448207783081,15.808946211257815,0.7014698586464116,608281.0103496751,244379.16303577105,53.57581866971347,3379078.641085828,119.60814341023502,0.6399772395616179
2016-02-21,2016-02-21,25.884867108589333,14.961279669054257,0.7014561378109948,608281.0103496751,241517.4246139236,50.34397454251464,3379078.641085828,87.23016327119427,0.6399772395616179
2016-03-06,2016-03-06,25.08087220689085,14.227596108568951,0.7014561378109948,617134.7793146828,238398.98133256985,50.34397454251464,3390970.256896993,119.575240352127,0.6387711536269833
2016-03-20,2016-03-20,24.31050446838128,13.282323449836548,0.7014561378109948,617134.7793146828,238398.98133256985,50.34397454251464,3390970.256896993,143.50481193763324,0.6387711536269833
2016-04-03,2016-04-03,23.40257106228072,11.355749028955046,0.7014741464074794,614469.7652449482,237421.34980148025,49.441250299731365,3390970.256896993,11.049438641557458,0.638761353030257
2016-04-17,2016-04-17,21.488879775348213,10.498911442245422,0.7014741464074794,614469.7652449482,237421.34980148025,49.441250299731365,3393271.859957218,39.67016373681386,0.638761353030257
2016-05-01,2016-05-01,19.209522483109733,8.814496267964579,0.7014741464074794,614469.7652449482,237268.6222256744,49.50838375522335,3393271.859957218,32.62591811459802,0.638761353030257
2016-05-15,2016-05-15,18.266080673921586,7.0689407969766265,0.7014741464074794,614469.7652449482,237268.6222256744,49.50838375522335,3404396.2747483086,45.671374966631845,0.6384912240829874
2016-05-29,2016-05-29,18.266080673921586,6.228261717253879,0.7014741464074794,614469.7652449482,237268.6222256744,44.18833425724614,3404396.2747483086,26.44004971569441,0.6384912240829874
2016-06-12,2016-06-12,17.492714017691174,5.323205501586585,0.7014741464074794,614469.7652449482,237320.4627517359,44.18833425724614,3404396.2747483086,7.53878516348891,0.6384912240829874
2016-06-26,2016-06-26,17.670668245989276,4.598872810009432,0.7014741464074794,614469.7652449482,235960.15388281055,39.14909319158403,3409766.681888835,12.171116547482027,0.6394551579053495
2016-07-10,2016-07-10,17.23989118404719,6.198525300219053,0.7014741464074794,614469.7652449482,235100.5689522185,39.14909319158403,3409766.681888835,12.171116547482027,0.6394551579053495
2016-07-24,2016-07-24,19.653466595563447,5.444960454440881,0.7014741464074794,617134.7793146828,235100.5689522185,33.979516561921,3409766.681888835,5.078930669245551,0.6394551579053495
2016-08-07,2016-08-07,20.710563798266723,6.510526087051701,0.7014741464074794,617134.7793146828,234836.358998371,29.70817534000344,3413602.6869892105,0.3379228541708698,0.6392158557034407
